customer_id,age,annual_income,credit_score,employment_type,loan_amount,loan_tenure_months,existing_loans,recency_days,frequency,monetary,default
CUST02786,40,43181,792,Salaried,238270,36,1,126,19,28469,1
CUST02787,27,77616,677,Salaried,100536,12,1,210,21,73966,1
CUST02788,67,28088,622,Salaried,23056,36,3,312,28,46806,1
CUST02789,41,73241,627,Self-Employed,171398,12,1,44,2,77866,1
CUST02790,46,43480,714,Freelance,71113,24,2,90,19,31640,1
CUST02791,62,49508,593,Salaried,228665,48,3,266,13,63282,1
CUST02792,34,76093,768,Self-Employed,183705,60,0,160,19,58531,0
CUST02793,38,78223,613,Business,95577,48,1,301,14,35100,1
CUST02794,37,81822,679,Business,244074,60,1,60,5,45019,1
CUST02795,34,52167,645,Business,294759,12,1,227,3,64278,1
CUST02796,56,38318,557,Salaried,175541,12,2,306,21,76072,1
CUST02797,29,83109,718,Salaried,278580,12,2,335,27,58757,1
CUST02798,31,65217,596,Self-Employed,62683,12,0,188,7,43536,1
CUST02799,52,59204,802,Salaried,69382,12,3,261,13,48713,1
CUST02800,36,81391,564,Salaried,295467,36,0,312,11,55215,1
CUST02801,65,72211,638,Salaried,87590,12,0,5,7,54232,1
CUST02802,27,38543,705,Salaried,210697,36,0,127,28,5000,1
CUST02803,28,40248,530,Salaried,179312,48,0,272,19,54462,1
CUST02804,49,23406,520,Salaried,293908,12,0,127,18,51346,1
CUST02805,44,61230,659,Business,211251,12,0,308,9,21922,1
CUST02806,31,50217,695,Freelance,140504,12,1,209,27,44486,1
CUST02807,35,47532,618,Business,20000,48,0,38,18,67619,1
CUST02808,62,43887,672,Salaried,119972,12,0,55,18,58464,0
CUST02809,37,68290,714,Salaried,106513,24,0,342,5,40553,0
CUST02810,47,84992,592,Freelance,188419,24,1,360,22,35491,1
CUST02811,27,81948,736,Self-Employed,252409,48,0,304,4,40178,0
CUST02812,58,25684,717,Salaried,206662,24,0,109,7,52444,1
CUST02813,47,65191,787,Business,209354,36,0,109,5,48495,0
CUST02814,45,83594,686,Self-Employed,108155,48,0,162,20,50067,0
CUST02815,36,55077,651,Business,242264,48,0,310,22,44344,1
CUST02816,27,50732,678,Self-Employed,192331,24,0,311,3,30579,1
CUST02817,32,60192,738,Self-Employed,159965,60,1,47,1,25449,0
CUST02818,35,45967,721,Salaried,227169,36,1,163,7,39635,1
CUST02819,45,73229,583,Freelance,115869,48,2,31,4,49589,1
CUST02820,55,62057,703,Salaried,88175,24,1,54,4,47742,1
CUST02821,65,83292,632,Salaried,65339,24,1,18,28,45092,1
CUST02822,55,91944,713,Self-Employed,172097,24,1,265,7,53598,1
CUST02823,29,48283,583,Salaried,195121,60,1,85,29,28736,1
CUST02824,44,78848,657,Salaried,164727,24,0,265,1,37427,1
CUST02825,26,49229,515,Salaried,160217,12,0,21,3,50102,1
CUST02826,26,73115,501,Self-Employed,115032,36,2,246,29,53967,1
CUST02827,42,16102,653,Freelance,251686,60,3,44,6,82204,1
CUST02828,55,87814,613,Self-Employed,147109,48,1,144,1,68001,1
CUST02829,60,34659,681,Salaried,226834,12,0,32,16,69441,1
CUST02830,22,56874,841,Freelance,251502,36,0,84,18,67518,0
CUST02831,43,45189,707,Business,289240,36,1,266,19,67290,1
CUST02832,46,62234,715,Salaried,234846,36,1,127,26,15637,1
CUST02833,51,92354,749,Salaried,121084,12,0,75,12,21276,0
CUST02834,23,40942,724,Business,255859,24,0,49,11,56325,1
CUST02835,56,41089,641,Self-Employed,189668,24,1,152,18,54851,1
CUST02836,59,61892,744,Business,289922,36,2,5,10,52808,1
CUST02837,29,47254,826,Salaried,177924,36,0,337,23,41966,0
CUST02838,48,71623,831,Freelance,163591,36,1,187,23,32707,0
CUST02839,39,82662,636,Business,123326,36,1,292,17,46491,1
CUST02840,54,66837,656,Business,41573,12,0,131,23,83335,1
CUST02841,48,58777,611,Self-Employed,223005,12,1,155,6,83030,1
CUST02842,59,54211,564,Salaried,279825,24,1,312,25,73414,1
CUST02843,45,49830,534,Freelance,131173,60,3,307,28,23952,1
CUST02844,32,62703,807,Salaried,20000,48,2,316,14,60848,0
CUST02845,57,42591,681,Salaried,195133,24,3,9,23,73765,1
CUST02846,59,88212,594,Business,183963,60,0,242,10,34489,1
CUST02847,45,43600,640,Self-Employed,197657,60,1,46,29,69995,1
CUST02848,50,80493,789,Salaried,88269,24,0,115,25,55655,0
CUST02849,22,90178,710,Business,291903,36,1,7,22,27368,1
CUST02850,24,57059,603,Self-Employed,111383,12,0,130,7,35010,1
CUST02851,43,51797,518,Self-Employed,145915,60,1,79,16,28510,1
CUST02852,53,52658,707,Salaried,133513,12,1,85,16,64040,1
CUST02853,39,44400,711,Self-Employed,20000,60,2,174,25,66771,1
CUST02854,58,27233,783,Salaried,339772,60,2,207,13,27054,1
CUST02855,46,37333,556,Self-Employed,214487,60,0,163,27,30144,1
CUST02856,23,42373,750,Freelance,337149,24,2,169,4,61731,1
CUST02857,32,72970,516,Salaried,144779,12,0,348,24,47227,1
CUST02858,32,69407,640,Business,131822,36,0,53,23,16048,1
CUST02859,45,49565,676,Self-Employed,86423,12,2,155,29,45691,1
CUST02860,29,65453,752,Self-Employed,244115,60,2,327,20,43665,1
CUST02861,34,47853,632,Salaried,333194,48,1,100,7,42146,1
CUST02862,32,58806,572,Salaried,207624,12,2,47,13,41002,1
CUST02863,58,47526,769,Business,125798,36,2,38,25,21941,0
CUST02864,57,48955,600,Salaried,240523,36,3,341,9,50754,1
CUST02865,30,68868,692,Salaried,46998,12,0,257,5,15598,0
CUST02866,59,36984,766,Self-Employed,75949,36,0,159,17,37587,0
CUST02867,40,65001,750,Self-Employed,233896,24,0,134,28,94699,0
CUST02868,29,41797,614,Self-Employed,207059,24,2,292,16,49814,1
CUST02869,38,86387,587,Salaried,193612,36,0,179,17,76848,1
CUST02870,63,52104,574,Salaried,189992,36,0,157,25,71197,1
CUST02871,65,15000,686,Business,224589,24,2,193,11,52843,1
CUST02872,55,61547,631,Freelance,135769,48,0,135,12,48510,1
CUST02873,57,54918,660,Business,211907,12,1,150,2,46240,1
CUST02874,61,79533,787,Freelance,234293,24,1,115,24,8495,0
CUST02875,59,56733,817,Salaried,166958,24,1,177,17,36824,0
CUST02876,56,43643,717,Salaried,20000,60,0,197,1,25315,0
CUST02877,40,73988,589,Freelance,189377,12,1,191,27,37375,1
CUST02878,34,58166,719,Self-Employed,56959,24,1,276,8,37550,0
CUST02879,56,71071,795,Freelance,99276,12,0,265,19,27921,0
CUST02880,44,40414,761,Salaried,263261,36,2,131,13,31470,1
CUST02881,30,88509,711,Freelance,303621,24,1,292,5,64453,1
CUST02882,23,56121,723,Salaried,290675,60,1,347,23,33555,1
CUST02883,52,15000,711,Salaried,132271,12,1,52,27,73118,1
CUST02884,52,69129,569,Business,191258,24,3,2,14,68407,1
CUST02885,27,47595,751,Salaried,181683,24,2,127,11,53771,1
CUST02886,51,64868,737,Salaried,21971,48,0,258,17,45849,0
CUST02887,67,57375,643,Salaried,46696,12,1,209,22,19997,1
CUST02888,27,38325,670,Salaried,73765,60,3,248,4,17221,1
CUST02889,51,25785,773,Salaried,291429,48,2,363,13,63765,1
CUST02890,35,50712,720,Self-Employed,282441,60,0,83,27,41536,1
CUST02891,49,58105,761,Salaried,230993,24,0,318,7,56049,1
CUST02892,58,48066,753,Salaried,142445,48,0,215,20,45191,0
CUST02893,25,66269,706,Business,192861,36,0,242,27,51590,1
CUST02894,57,70078,708,Salaried,177606,60,0,243,27,26203,1
CUST02895,42,75054,499,Salaried,182780,48,0,29,10,5000,1
CUST02896,32,61583,631,Salaried,306264,12,0,289,28,62474,1
CUST02897,24,36581,536,Self-Employed,217581,60,0,2,2,65039,1
CUST02898,46,46313,520,Freelance,112174,36,2,273,4,35545,1
CUST02899,36,59854,747,Business,123842,24,2,241,8,21325,1
CUST02900,34,78496,736,Business,205061,12,1,306,26,45670,1
CUST02901,64,62945,766,Business,223884,60,0,137,7,69079,0
CUST02902,26,50634,755,Salaried,240124,24,1,178,4,42657,1
CUST02903,31,59616,572,Salaried,132439,36,0,34,4,59381,1
CUST02904,47,53496,674,Salaried,342128,36,1,179,22,59057,1
CUST02905,24,40297,734,Salaried,58005,12,0,132,8,69709,0
CUST02906,55,75568,688,Business,206033,48,2,195,23,31795,1
CUST02907,63,69438,850,Business,236074,36,2,99,8,55373,0
CUST02908,35,47378,719,Salaried,266755,12,0,62,23,46300,1
CUST02909,60,69569,633,Salaried,236895,48,1,352,22,17508,1
CUST02910,67,36701,632,Salaried,227541,12,1,191,24,36177,1
CUST02911,35,43117,707,Self-Employed,213554,60,0,145,3,83297,1
CUST02912,36,79372,680,Salaried,224827,24,0,357,9,50240,1
CUST02913,47,46524,680,Salaried,101730,36,0,286,16,43854,0
CUST02914,58,31150,695,Salaried,500469,48,1,321,3,76257,1
CUST02915,31,55904,779,Business,292394,36,1,327,16,53687,1
CUST02916,63,35988,822,Salaried,224721,60,0,234,22,39508,0
CUST02917,31,85684,831,Salaried,85550,24,0,346,20,14506,0
CUST02918,31,75822,563,Salaried,142601,24,0,154,27,68000,1
CUST02919,27,84117,658,Self-Employed,302388,60,1,357,6,67981,1
CUST02920,45,66468,709,Self-Employed,185284,36,3,84,13,26324,1
CUST02921,44,42151,754,Salaried,169443,24,1,13,24,59900,1
CUST02922,24,38282,664,Self-Employed,149346,12,0,145,16,47256,1
CUST02923,41,53539,599,Salaried,221809,36,0,50,7,85224,1
CUST02924,27,36185,619,Freelance,70204,48,2,117,11,59972,1
CUST02925,61,51226,723,Self-Employed,36558,36,0,44,5,28238,0
CUST02926,31,34954,634,Salaried,133740,60,0,287,9,45018,1
CUST02927,29,46066,730,Self-Employed,273094,48,0,178,8,64601,1
CUST02928,60,91439,636,Self-Employed,159967,36,2,343,22,63649,1
CUST02929,61,61250,753,Self-Employed,76504,12,0,301,24,74116,0
CUST02930,66,53684,585,Self-Employed,179622,36,0,230,24,74708,1
CUST02931,43,58434,695,Salaried,113783,24,0,276,6,39786,1
CUST02932,57,35485,699,Salaried,169924,24,1,36,14,42747,1
CUST02933,48,69480,659,Self-Employed,293051,24,0,187,6,16585,1
CUST02934,35,56570,691,Business,192665,24,0,190,26,88348,1
CUST02935,25,60534,621,Salaried,20000,12,1,22,24,62272,1
CUST02936,31,72564,712,Salaried,63031,48,2,226,19,27969,1
CUST02937,25,73971,632,Salaried,191868,12,1,291,8,52603,1
CUST02938,64,71275,729,Salaried,55163,48,2,137,26,40650,1
CUST02939,58,70734,593,Salaried,168835,60,1,51,27,18130,1
CUST02940,67,51650,556,Business,264681,12,0,266,3,41284,1
CUST02941,57,64483,647,Salaried,265909,60,0,156,3,62088,1
CUST02942,58,65014,698,Salaried,91520,48,0,211,4,41040,0
CUST02943,51,15000,754,Freelance,188840,24,2,255,6,73904,1
CUST02944,44,66022,712,Salaried,281270,36,1,144,15,20317,1
CUST02945,34,66470,739,Self-Employed,180442,12,1,287,24,49223,1
CUST02946,64,58367,640,Salaried,288631,36,1,157,17,77113,1
CUST02947,55,92584,624,Business,210224,60,2,348,2,54325,1
CUST02948,37,39353,750,Freelance,228313,24,0,156,7,62248,0
CUST02949,44,80404,637,Business,207463,48,2,318,17,69932,1
CUST02950,45,33442,649,Salaried,107068,36,2,70,2,54844,1
CUST02951,52,56617,661,Salaried,158725,48,0,155,27,30286,1
CUST02952,43,71697,504,Salaried,219195,24,0,12,16,51040,1
CUST02953,44,86355,737,Salaried,256852,24,1,96,26,26817,1
CUST02954,42,47561,731,Self-Employed,212372,36,0,234,25,19789,1
CUST02955,58,65835,759,Freelance,215880,48,0,122,26,48591,0
CUST02956,57,25439,827,Self-Employed,198499,36,0,293,17,45602,0
CUST02957,64,26394,676,Salaried,58076,60,0,15,8,52746,1
CUST02958,65,63277,704,Salaried,185928,60,0,89,29,46397,1
CUST02959,55,52270,673,Salaried,232117,12,1,116,22,44222,1
CUST02960,40,50570,660,Salaried,98134,60,1,177,2,65654,1
CUST02961,65,43421,715,Salaried,222606,12,0,267,13,59693,1
CUST02962,58,57764,779,Self-Employed,231590,36,3,210,6,73453,1
CUST02963,43,51439,602,Freelance,188870,12,1,314,19,68785,1
CUST02964,35,58062,621,Salaried,294503,24,1,10,3,73304,1
CUST02965,36,66779,749,Salaried,213013,36,1,321,5,47829,0
CUST02966,65,23568,566,Freelance,204555,60,1,170,17,24984,1
CUST02967,65,86828,671,Self-Employed,148529,12,1,134,9,66717,1
CUST02968,57,49457,654,Salaried,271499,48,0,36,5,44681,1
CUST02969,24,58758,642,Self-Employed,289427,48,3,224,9,46483,1
CUST02970,22,61911,707,Salaried,78656,24,0,178,25,39629,0
CUST02971,32,45256,732,Salaried,69346,12,1,101,18,31828,0
CUST02972,66,58803,667,Business,148975,24,1,143,28,55299,1
CUST02973,44,15633,730,Freelance,245456,48,1,360,29,37356,1
CUST02974,54,64195,747,Salaried,318990,36,0,338,11,45567,1
CUST02975,25,75163,663,Salaried,156715,24,2,361,11,52613,1
CUST02976,38,62893,619,Salaried,266234,60,1,288,15,46925,1
CUST02977,52,97339,545,Freelance,272003,48,0,84,17,56569,1
CUST02978,51,66497,619,Business,146794,12,1,226,12,52548,1
CUST02979,37,43339,669,Salaried,96627,48,2,75,29,66787,1
CUST02980,46,74471,850,Salaried,192119,36,0,291,5,27944,0
CUST02981,44,43784,576,Salaried,107632,24,0,30,21,59940,1
CUST02982,46,58469,804,Business,285929,36,2,255,29,62060,1
CUST02983,64,50754,656,Self-Employed,156102,12,0,358,26,38457,1
CUST02984,25,19572,775,Salaried,117893,48,2,18,24,30685,1
CUST02985,66,69846,841,Salaried,54591,48,2,170,14,10132,0
CUST02986,30,68566,706,Salaried,88919,36,1,5,5,36431,0
CUST02987,66,33760,613,Business,152383,36,0,15,20,31586,1
CUST02988,67,53411,846,Salaried,255977,36,2,88,16,66185,0
CUST02989,36,44278,653,Salaried,84206,48,2,281,27,62829,1
CUST02990,67,38093,720,Salaried,113481,12,0,122,12,71861,0
CUST02991,54,42648,564,Self-Employed,192235,36,2,266,27,36817,1
CUST02992,66,68472,641,Business,175120,36,0,74,13,88103,1
CUST02993,64,77204,735,Salaried,154065,36,0,185,6,63854,1
CUST02994,66,66711,774,Freelance,53278,60,1,346,14,72591,0
CUST02995,35,63777,550,Business,163416,12,3,119,21,57237,1
CUST02996,38,56003,637,Salaried,231482,60,0,88,24,83332,1
CUST02997,39,59528,691,Salaried,139549,60,2,138,24,42130,1
CUST02998,37,96396,685,Business,81425,48,0,285,29,67144,0
CUST02999,29,55459,650,Salaried,241779,36,1,96,22,80514,1
CUST03000,42,55879,731,Salaried,233035,36,2,7,24,24879,1
CUST03001,58,65039,734,Salaried,103443,48,0,122,5,62644,0
CUST03002,61,32783,658,Salaried,46714,36,2,33,3,42306,1
CUST03003,59,77074,641,Salaried,248786,48,0,195,6,38091,1
CUST03004,48,60958,608,Business,151642,24,0,287,27,44250,1
CUST03005,41,58309,731,Freelance,299331,48,0,37,11,85043,1
CUST03006,33,51878,820,Freelance,158002,60,0,161,16,44726,0
CUST03007,51,51036,622,Salaried,233372,24,0,104,7,40615,1
CUST03008,62,37709,705,Freelance,269459,12,0,177,25,60731,1
CUST03009,41,75943,698,Self-Employed,199897,24,0,246,19,11598,1
CUST03010,48,40814,635,Salaried,172970,36,1,336,20,33527,1
CUST03011,43,56065,647,Self-Employed,220922,36,0,220,18,6787,1
CUST03012,67,41684,628,Self-Employed,178414,60,1,112,25,24787,1
CUST03013,46,67093,829,Salaried,223398,12,1,126,16,39930,0
CUST03014,53,46132,632,Self-Employed,165479,12,0,359,26,48332,1
CUST03015,32,101154,596,Salaried,154791,24,0,321,21,68757,1
CUST03016,43,52140,742,Salaried,263598,48,2,233,13,48039,1
CUST03017,42,83600,668,Salaried,216513,36,1,290,22,69429,1
CUST03018,59,42569,767,Business,195244,48,1,22,4,64319,0
CUST03019,37,55310,565,Business,171885,48,3,293,5,59945,1
CUST03020,40,27982,638,Salaried,106129,48,2,131,1,29102,1
CUST03021,39,44173,703,Salaried,46923,48,1,269,22,19697,0
CUST03022,37,74017,515,Freelance,239726,12,1,268,12,56544,1
CUST03023,51,75206,722,Self-Employed,272795,36,1,114,26,41816,1
CUST03024,30,31275,579,Salaried,276227,12,0,28,22,40824,1
CUST03025,46,62302,827,Salaried,218118,12,1,180,10,46118,0
CUST03026,49,32008,622,Salaried,134636,24,2,68,9,5000,1
CUST03027,24,72393,681,Business,167335,12,1,15,17,55442,1
CUST03028,27,57786,680,Salaried,288434,12,2,2,27,27363,1
CUST03029,30,39219,750,Business,137512,36,2,113,12,51507,1
CUST03030,37,45170,816,Salaried,188858,36,1,130,3,14293,0
CUST03031,35,88533,695,Salaried,218893,12,0,295,13,70865,1
CUST03032,60,22415,670,Business,182311,36,0,325,22,28149,1
CUST03033,44,50020,741,Self-Employed,122346,48,2,318,9,36662,1
CUST03034,61,37241,598,Salaried,251637,36,1,182,1,64417,1
CUST03035,27,38382,620,Salaried,157863,12,0,290,28,46435,1
CUST03036,29,29745,694,Business,140428,48,0,99,16,54675,0
CUST03037,52,29952,747,Salaried,193651,36,1,246,3,52232,1
CUST03038,46,41423,756,Salaried,218983,36,2,293,13,27895,1
CUST03039,40,74038,627,Salaried,194848,12,2,40,10,54374,1
CUST03040,34,46360,631,Business,60228,60,2,79,22,43801,1
CUST03041,61,68168,520,Salaried,124199,12,2,217,27,37980,1
CUST03042,36,88597,671,Business,224642,12,0,329,12,75115,1
CUST03043,41,83185,673,Freelance,157324,60,2,311,28,39355,1
CUST03044,23,96238,681,Freelance,79779,36,0,326,12,5000,1
CUST03045,29,36514,723,Salaried,253616,36,1,232,7,43090,1
CUST03046,56,91997,548,Salaried,77656,48,1,237,7,57044,1
CUST03047,29,42636,642,Self-Employed,194739,48,1,131,23,58372,1
CUST03048,40,27216,706,Self-Employed,226145,60,1,187,8,44471,1
CUST03049,23,50675,638,Self-Employed,383204,36,1,107,27,52725,1
CUST03050,56,68500,716,Self-Employed,292599,36,0,97,12,43961,1
CUST03051,60,60944,532,Salaried,347169,60,1,178,6,57412,1
CUST03052,64,44187,787,Self-Employed,244700,36,0,233,24,19946,1
CUST03053,38,40044,738,Salaried,194704,24,0,33,26,40623,0
CUST03054,41,58177,626,Business,75876,36,0,134,13,70495,0
CUST03055,28,54346,539,Business,225721,36,1,221,24,51181,1
CUST03056,43,33254,593,Business,261767,24,0,252,14,59369,1
CUST03057,49,32326,762,Freelance,147133,36,1,106,28,5000,1
CUST03058,66,34817,698,Business,147410,48,0,187,21,41098,1
CUST03059,62,36964,733,Business,156749,60,2,117,12,44553,1
CUST03060,33,45764,600,Business,197972,48,1,314,3,10707,1
CUST03061,29,43735,425,Salaried,133419,60,0,73,7,69864,1
CUST03062,52,46351,708,Self-Employed,81701,48,0,217,1,53271,0
CUST03063,28,70722,685,Salaried,74751,48,2,253,11,45974,1
CUST03064,23,59171,762,Freelance,163794,48,0,88,16,62228,0
CUST03065,54,68047,589,Salaried,171083,36,2,298,18,55756,1
CUST03066,40,80904,753,Self-Employed,20000,36,1,316,21,38711,0
CUST03067,46,42070,529,Salaried,112786,60,1,60,7,49641,1
CUST03068,65,73586,764,Salaried,269979,24,3,341,3,44356,1
CUST03069,32,48014,633,Salaried,53983,12,0,314,25,35112,1
CUST03070,63,17965,650,Salaried,128425,24,1,328,18,44907,1
CUST03071,57,43849,809,Self-Employed,20000,60,0,240,29,69667,0
CUST03072,29,54816,582,Freelance,199055,24,1,360,13,59254,1
CUST03073,32,16658,679,Business,171132,24,0,220,23,57563,1
CUST03074,41,54883,705,Salaried,162491,12,2,233,21,23011,1
CUST03075,37,64588,659,Salaried,246567,12,0,73,12,53585,1
CUST03076,37,38891,743,Salaried,290549,60,1,297,18,35929,1
CUST03077,31,61490,611,Salaried,94645,24,0,181,15,53693,1
CUST03078,58,49341,772,Freelance,252510,48,0,343,2,33875,1
CUST03079,29,69640,806,Salaried,119668,48,2,86,4,66206,1
CUST03080,55,32717,573,Salaried,82160,24,3,91,3,33702,1
CUST03081,62,73625,772,Freelance,187419,48,0,277,29,48809,0
CUST03082,48,43786,716,Salaried,63668,12,2,163,19,38308,1
CUST03083,64,58280,588,Salaried,266700,60,1,215,6,38654,1
CUST03084,41,57742,668,Salaried,67768,60,0,95,24,10977,1
CUST03085,58,71964,527,Salaried,20000,60,0,226,22,77152,1
CUST03086,59,66937,731,Self-Employed,23989,12,0,306,1,49608,0
CUST03087,66,54806,436,Salaried,158549,36,1,2,2,26068,1
CUST03088,43,69671,591,Business,192520,60,1,111,14,47911,1
CUST03089,24,49024,674,Self-Employed,176533,12,1,65,8,13348,1
CUST03090,48,85023,682,Salaried,219864,24,0,159,1,43016,1
CUST03091,28,27594,543,Self-Employed,104123,12,1,105,23,69679,1
CUST03092,60,86305,596,Salaried,224997,48,1,146,3,17018,1
CUST03093,59,88022,690,Salaried,162966,60,0,265,26,33095,0
CUST03094,33,59431,685,Salaried,105599,36,1,192,24,51039,1
CUST03095,54,68830,632,Salaried,20065,48,1,238,21,39845,1
CUST03096,33,74448,850,Salaried,135708,36,2,326,6,48101,0
CUST03097,48,69513,693,Salaried,186953,24,0,22,4,33376,1
CUST03098,58,62980,445,Freelance,249106,60,0,162,3,40973,1
CUST03099,45,77378,651,Salaried,97995,36,3,176,17,55230,1
CUST03100,33,39684,697,Salaried,242555,48,0,25,1,49043,1
CUST03101,61,64497,713,Salaried,70369,60,1,285,28,37411,0
CUST03102,39,57375,622,Self-Employed,212844,48,1,5,25,32589,1
CUST03103,38,74571,784,Salaried,165307,24,1,238,10,34280,0
CUST03104,44,53806,561,Salaried,137051,12,0,75,13,67594,1
CUST03105,50,34773,644,Business,146429,24,1,135,13,36187,1
CUST03106,53,76985,745,Salaried,62464,36,2,204,15,22482,1
CUST03107,28,60574,688,Freelance,335880,12,2,74,9,38299,1
CUST03108,43,46611,702,Salaried,98591,48,1,249,12,27516,0
CUST03109,25,70717,676,Salaried,20000,60,3,359,23,28023,1
CUST03110,24,37640,580,Salaried,162503,60,1,177,6,68292,1
CUST03111,26,66788,577,Salaried,230239,60,2,6,3,39610,1
CUST03112,46,59242,678,Salaried,202707,60,1,313,19,31302,1
CUST03113,43,55058,664,Business,136954,12,1,315,26,47696,1
CUST03114,42,102541,630,Salaried,99702,36,0,97,9,49841,1
CUST03115,34,70301,767,Self-Employed,160489,36,1,310,20,49878,0
CUST03116,41,58566,603,Salaried,279200,12,0,344,27,65134,1
CUST03117,57,60655,579,Salaried,20000,60,2,34,16,68833,1
CUST03118,32,75154,563,Salaried,173581,12,0,42,4,33629,1
CUST03119,38,50280,846,Salaried,260238,24,3,47,5,23270,1
CUST03120,63,82550,654,Salaried,202189,36,3,126,4,43910,1
CUST03121,24,56005,620,Freelance,240252,48,0,341,27,50220,1
CUST03122,25,54067,789,Salaried,142099,60,0,262,16,44243,0
CUST03123,22,70241,663,Salaried,42379,36,0,305,6,57900,0
CUST03124,63,40134,850,Self-Employed,306497,36,1,176,21,25060,0
CUST03125,40,73047,545,Self-Employed,98978,60,3,308,26,30761,1
CUST03126,60,44614,834,Freelance,237139,24,2,138,22,43745,1
CUST03127,62,67419,554,Self-Employed,84721,60,0,309,22,27346,1
CUST03128,40,87014,493,Salaried,26271,12,1,349,29,9158,1
CUST03129,25,46099,550,Salaried,217672,60,0,125,26,61823,1
CUST03130,55,45212,712,Business,115280,12,0,96,10,84984,0
CUST03131,49,69533,787,Self-Employed,35916,60,0,283,17,55111,0
CUST03132,29,43215,736,Salaried,155307,12,1,356,3,12492,1
CUST03133,47,57233,587,Self-Employed,162820,60,2,27,20,34823,1
CUST03134,65,45698,613,Self-Employed,78231,36,2,331,21,53653,1
CUST03135,66,96610,766,Salaried,116353,36,2,198,27,47075,1
CUST03136,43,49342,705,Self-Employed,184573,60,1,7,8,66412,1
CUST03137,26,59811,547,Salaried,127232,24,3,68,22,48296,1
CUST03138,34,71258,725,Business,172788,60,0,249,17,23470,1
CUST03139,56,114461,686,Salaried,159804,48,2,268,24,56110,1
CUST03140,47,68659,518,Freelance,247332,12,3,55,13,57797,1
CUST03141,65,36034,780,Business,198459,36,0,262,25,35554,0
CUST03142,63,44454,513,Salaried,131633,48,1,219,6,62095,1
CUST03143,57,97717,711,Business,174509,12,0,287,29,37943,1
CUST03144,32,83098,774,Business,20000,48,0,285,10,47151,0
CUST03145,46,54870,707,Salaried,255073,48,1,25,17,52948,1
CUST03146,35,76312,751,Business,45034,24,1,129,5,34959,0
CUST03147,34,15000,524,Salaried,20000,60,0,350,20,26974,1
CUST03148,27,68972,671,Business,215930,12,1,271,27,87312,1
CUST03149,51,71979,637,Business,161751,24,0,168,15,81609,1
CUST03150,46,78774,616,Self-Employed,214825,60,3,269,10,24987,1
CUST03151,39,31741,618,Self-Employed,209118,48,1,307,25,56462,1
CUST03152,65,61701,777,Freelance,162926,12,1,72,20,53560,0
CUST03153,39,63075,778,Salaried,245780,48,2,138,5,59759,1
CUST03154,52,80727,654,Salaried,74940,36,1,296,27,55739,0
CUST03155,44,58212,694,Salaried,95704,24,0,205,21,85079,1
CUST03156,60,77068,580,Self-Employed,65993,48,0,176,15,65155,1
CUST03157,48,48067,676,Freelance,130132,24,1,183,27,32099,1
CUST03158,34,55302,594,Salaried,281083,36,2,314,17,51882,1
CUST03159,23,69829,779,Salaried,173605,48,1,364,10,27011,0
CUST03160,29,61295,592,Self-Employed,20000,36,1,212,4,48580,1
CUST03161,59,72888,746,Self-Employed,252153,12,0,102,25,51343,0
CUST03162,45,35591,613,Self-Employed,408488,60,1,38,29,82145,1
CUST03163,61,47501,729,Self-Employed,290179,24,1,198,12,56563,1
CUST03164,51,70467,585,Salaried,109190,24,0,134,16,99404,1
CUST03165,51,32256,756,Salaried,263825,36,3,112,24,53400,1
CUST03166,29,96474,758,Freelance,182450,12,2,220,28,49089,1
CUST03167,29,53302,641,Salaried,221932,48,1,83,4,49894,1
CUST03168,39,39246,606,Salaried,114929,60,3,275,21,63175,1
CUST03169,58,71060,551,Business,236197,60,1,178,7,56618,1
CUST03170,33,63919,837,Salaried,325961,60,0,198,5,62587,0
CUST03171,29,49473,642,Salaried,71188,24,2,19,17,36335,1
CUST03172,59,82911,511,Business,52702,36,1,346,27,86186,1
CUST03173,34,46246,718,Self-Employed,150679,12,0,114,6,68858,1
CUST03174,49,36382,662,Salaried,135249,60,1,328,25,45022,1
CUST03175,64,45829,716,Self-Employed,154999,48,0,350,12,81749,0
CUST03176,64,15000,664,Self-Employed,225731,24,0,196,24,56556,1
CUST03177,67,43000,593,Salaried,20000,60,1,247,14,61976,1
CUST03178,38,44760,597,Freelance,241893,48,2,71,1,58291,1
CUST03179,35,61843,575,Salaried,99365,48,0,25,26,41749,1
CUST03180,27,66875,634,Business,314118,60,1,333,5,36682,1
CUST03181,48,55384,578,Salaried,89887,24,1,336,6,30139,1
CUST03182,42,26490,538,Self-Employed,182727,60,3,166,18,68366,1
CUST03183,54,47023,679,Business,126622,12,0,324,7,47898,0
CUST03184,57,49728,754,Salaried,191211,60,2,125,18,42087,1
CUST03185,60,71584,766,Self-Employed,193834,36,0,144,22,59409,0
CUST03186,55,32834,538,Self-Employed,279014,36,1,151,14,51490,1
CUST03187,39,24746,637,Salaried,183953,48,0,119,19,58928,1
CUST03188,67,64899,703,Self-Employed,91860,48,2,160,3,26224,1
CUST03189,65,74419,658,Self-Employed,130403,36,0,281,15,82866,0
CUST03190,59,42574,702,Business,327840,12,0,40,11,31724,1
CUST03191,60,83562,739,Self-Employed,159751,60,1,137,25,67543,1
CUST03192,62,52567,678,Salaried,299101,48,0,204,29,15759,1
CUST03193,65,79421,697,Self-Employed,367459,24,2,120,4,34326,1
CUST03194,36,49476,596,Business,149878,24,1,254,4,17607,1
