customer_id,age,annual_income,credit_score,employment_type,loan_amount,loan_tenure_months,existing_loans,recency_days,frequency,monetary,default,R,F,M,RFM_Score,segment,risk_score,risk_tier,estimated_clv
CUST02576,32,63292,632,Salaried,282217,24,0,327,9,71214,1,1,2,4,7,At Risk,100.0,Critical Risk,643571.0
CUST02577,32,52365,615,Salaried,169430,60,3,295,15,30241,1,1,3,1,5,Lost,100.0,Critical Risk,499455.0
CUST02578,26,65044,491,Business,115132,36,1,185,14,21033,1,2,2,1,5,Lost,86.7,Critical Risk,485231.0
CUST02579,47,66498,703,Self-Employed,195120,12,0,2,12,39239,1,4,2,2,8,Loyal,69.5,High Risk,4464073.0
CUST02580,60,41869,727,Self-Employed,203046,48,1,355,28,17791,1,1,4,1,6,At Risk,100.0,Critical Risk,464429.0
CUST02581,28,46602,647,Salaried,113437,12,0,38,20,70472,1,4,3,4,11,Champions,66.6,High Risk,6905310.0
CUST02582,30,63654,703,Salaried,281599,24,1,301,20,11149,1,1,3,1,5,Lost,100.0,Critical Risk,241149.0
CUST02583,29,64917,722,Self-Employed,200075,60,0,224,15,59345,1,2,3,4,9,Loyal,89.4,Critical Risk,1247270.0
CUST02584,36,40630,710,Salaried,171405,24,0,172,23,35889,1,3,4,2,9,Loyal,100.0,Critical Risk,1445027.0
CUST02585,47,55073,702,Salaried,248519,12,0,124,9,48088,1,3,2,3,8,Loyal,100.0,Critical Risk,984231.0
CUST02586,54,40931,754,Freelance,241030,60,1,96,17,49987,1,3,3,3,9,Loyal,100.0,Critical Risk,2340901.0
CUST02587,58,47683,606,Freelance,143751,60,0,207,2,86519,1,2,1,4,7,At Risk,95.1,Critical Risk,259379.0
CUST02588,26,43617,626,Self-Employed,255391,12,0,140,16,61482,1,3,3,4,10,Champions,100.0,Critical Risk,2034305.0
CUST02589,34,75095,691,Salaried,133093,12,1,176,5,69355,1,3,1,4,8,Loyal,71.5,High Risk,595637.0
CUST02590,41,42911,775,Self-Employed,199244,24,3,195,3,70753,1,2,1,4,7,At Risk,100.0,Critical Risk,334663.0
CUST02591,43,65954,694,Salaried,215246,24,3,111,9,37686,1,3,2,2,7,At Risk,100.0,Critical Risk,839312.0
CUST02592,66,73268,522,Salaried,181406,12,1,26,23,12355,1,4,4,1,9,Loyal,85.5,Critical Risk,1659524.0
CUST02593,57,49037,569,Salaried,164943,24,1,221,19,98228,1,2,3,4,9,Loyal,100.0,Critical Risk,2645480.0
CUST02594,43,79778,748,Salaried,231031,24,0,10,15,29730,0,4,3,1,8,Loyal,66.2,High Risk,3500468.0
CUST02595,42,69524,698,Business,170796,60,0,144,25,48371,1,3,4,3,10,Champions,72.0,High Risk,2445348.0
CUST02596,63,45321,635,Freelance,133409,24,1,277,23,80768,1,1,4,4,9,Loyal,100.0,Critical Risk,2162830.0
CUST02597,27,66051,604,Salaried,127873,36,1,280,18,37824,1,1,3,2,6,At Risk,89.6,Critical Risk,785162.0
CUST02598,67,62405,655,Salaried,212281,36,1,180,27,44823,1,2,4,2,8,Loyal,100.0,Critical Risk,2040326.0
CUST02599,55,46801,616,Salaried,159355,48,0,21,11,71943,1,4,2,4,10,Champions,86.8,Critical Risk,5023498.0
CUST02600,66,47789,544,Salaried,250762,60,1,92,29,58827,1,3,4,4,11,Champions,100.0,Critical Risk,4845788.0
CUST02601,27,32235,724,Salaried,182982,48,3,348,11,45767,1,1,2,3,6,At Risk,100.0,Critical Risk,477905.0
CUST02602,27,67181,713,Salaried,240695,12,0,137,3,56415,1,3,1,3,7,At Risk,92.9,Critical Risk,356049.0
CUST02603,52,43765,726,Salaried,214316,60,0,231,6,72155,1,2,1,4,7,At Risk,100.0,Critical Risk,590727.0
CUST02604,22,75092,608,Salaried,117444,12,0,283,29,19061,1,1,4,1,6,At Risk,72.1,High Risk,631489.0
CUST02605,32,69930,661,Salaried,295526,48,1,16,20,38809,1,4,3,2,9,Loyal,100.0,Critical Risk,5396299.0
CUST02606,44,57954,624,Salaried,198735,12,1,46,4,60614,1,4,1,4,9,Loyal,98.8,Critical Risk,1072684.0
CUST02607,26,79563,629,Self-Employed,55071,60,1,349,3,23287,1,1,1,1,3,Lost,68.6,High Risk,66146.0
CUST02608,52,62503,625,Business,60561,12,3,353,4,74277,1,1,1,4,6,At Risk,94.8,Critical Risk,278420.0
CUST02609,55,46108,619,Freelance,237609,48,1,134,14,67559,1,3,2,4,9,Loyal,100.0,Critical Risk,2024789.0
CUST02610,29,42147,623,Salaried,222845,36,1,205,13,6574,1,2,2,1,5,Lost,100.0,Critical Risk,129166.0
CUST02611,47,32449,676,Salaried,154361,36,0,129,20,31210,1,3,3,2,8,Loyal,100.0,Critical Risk,1376634.0
CUST02612,54,67325,691,Freelance,99245,60,2,17,23,87168,1,4,4,4,12,Champions,62.4,High Risk,13678044.0
CUST02613,43,56467,702,Salaried,271592,36,0,267,4,26544,1,2,1,1,4,Lost,100.0,Critical Risk,127691.0
CUST02614,39,43291,685,Salaried,274896,48,1,262,27,15425,1,2,4,1,7,At Risk,100.0,Critical Risk,509258.0
CUST02615,54,73873,652,Salaried,138315,60,1,214,29,40097,1,2,4,2,8,Loyal,79.4,Critical Risk,1694318.0
CUST02616,24,86167,654,Business,240747,24,0,130,3,41412,1,3,1,2,6,At Risk,80.8,Critical Risk,272349.0
CUST02617,33,52771,601,Salaried,309181,60,0,152,1,50955,1,3,1,3,7,At Risk,100.0,Critical Risk,98666.0
CUST02618,56,54998,785,Self-Employed,34883,12,0,254,6,26881,0,2,1,1,4,Lost,38.3,Medium Risk,202649.0
CUST02619,37,84142,798,Salaried,66288,36,0,338,18,55938,0,1,3,3,7,At Risk,47.3,Medium Risk,981342.0
CUST02620,53,51734,744,Self-Employed,114643,12,3,140,8,66601,1,3,2,4,9,Loyal,93.5,Critical Risk,1101841.0
CUST02621,43,59677,621,Freelance,257260,24,2,259,11,41509,1,2,2,2,6,At Risk,100.0,Critical Risk,563989.0
CUST02622,39,72683,565,Business,103317,36,0,333,15,40520,1,1,3,2,6,At Risk,76.5,Critical Risk,600398.0
CUST02623,38,55448,562,Salaried,145135,24,0,281,9,62921,1,1,2,4,7,At Risk,96.4,Critical Risk,651009.0
CUST02624,59,69807,697,Salaried,170857,24,0,278,27,21166,0,1,4,1,6,At Risk,82.9,Critical Risk,663246.0
CUST02625,42,60328,688,Salaried,174725,24,3,274,15,61119,1,1,3,4,8,Loyal,100.0,Critical Risk,1077702.0
CUST02626,32,54792,814,Freelance,249983,12,0,293,15,37531,0,1,3,2,6,At Risk,100.0,Critical Risk,623618.0
CUST02627,32,69225,694,Salaried,255188,48,1,219,27,60916,1,2,4,4,10,Champions,100.0,Critical Risk,2349617.0
CUST02628,28,79941,669,Salaried,337319,12,2,124,6,40188,1,3,1,2,6,At Risk,100.0,Critical Risk,548360.0
CUST02629,23,49563,748,Freelance,145584,60,0,255,13,79158,0,2,2,4,8,Loyal,87.1,Critical Risk,1288524.0
CUST02630,41,45336,690,Salaried,253260,24,1,81,28,67476,1,4,4,4,12,Champions,100.0,Critical Risk,5868976.0
CUST02631,46,54669,661,Salaried,20000,60,0,89,6,58137,0,4,1,3,8,Loyal,28.4,Medium Risk,1014502.0
CUST02632,44,38020,674,Salaried,230927,24,0,199,5,24488,1,2,1,1,4,Lost,100.0,Critical Risk,189769.0
CUST02633,45,49247,608,Salaried,270418,12,1,11,28,26075,1,4,4,1,9,Loyal,100.0,Critical Risk,5610242.0
CUST02634,67,50005,597,Salaried,256162,48,3,318,22,44481,1,1,3,2,6,At Risk,100.0,Critical Risk,1007567.0
CUST02635,27,48956,700,Business,178069,48,1,3,28,59576,1,4,4,4,12,Champions,93.9,Critical Risk,15414347.0
CUST02636,60,35686,580,Salaried,215179,60,0,317,23,66445,1,1,4,4,9,Loyal,100.0,Critical Risk,1577951.0
CUST02637,37,15000,575,Salaried,101493,60,0,311,23,72771,1,1,4,4,9,Loyal,100.0,Critical Risk,1758022.0
CUST02638,53,38266,560,Self-Employed,216280,60,1,70,26,107172,1,4,4,4,12,Champions,100.0,Critical Risk,9549881.0
CUST02639,41,41402,738,Salaried,138278,12,3,188,6,65959,1,2,1,4,7,At Risk,100.0,Critical Risk,643431.0
CUST02640,25,37929,738,Salaried,129415,36,1,41,15,36570,0,4,3,2,9,Loyal,89.8,Critical Risk,2583494.0
CUST02641,34,40540,768,Salaried,261825,48,0,354,13,82658,1,1,2,4,7,At Risk,100.0,Critical Risk,1004385.0
CUST02642,34,77049,706,Self-Employed,324630,48,0,143,10,40887,1,3,2,2,7,At Risk,100.0,Critical Risk,831407.0
CUST02643,26,60405,740,Business,166878,12,1,122,13,40595,1,3,2,2,7,At Risk,83.3,Critical Risk,1215289.0
CUST02644,65,106476,712,Freelance,145742,24,0,308,9,43961,0,1,2,2,5,Lost,62.7,High Risk,419193.0
CUST02645,65,76641,743,Business,189491,48,0,86,16,39309,0,4,3,2,9,Loyal,64.3,High Risk,1873996.0
CUST02646,42,83594,716,Self-Employed,112142,60,1,78,18,57529,1,4,3,3,10,Champions,53.0,High Risk,3301009.0
CUST02647,39,49854,688,Salaried,236373,12,1,201,2,61626,1,2,1,4,7,At Risk,100.0,Critical Risk,189419.0
CUST02648,29,50869,679,Business,101307,12,0,262,9,60537,1,2,2,4,8,Loyal,73.8,High Risk,666211.0
CUST02649,47,62010,731,Self-Employed,301102,48,2,45,3,32475,1,4,1,2,7,At Risk,100.0,Critical Risk,436321.0
CUST02650,39,97868,707,Self-Employed,111354,60,0,66,10,51372,0,4,2,3,9,Loyal,38.6,Medium Risk,1829344.0
CUST02651,65,97719,631,Freelance,148309,12,0,198,16,69841,1,2,3,4,9,Loyal,62.6,High Risk,1739324.0
CUST02652,39,89396,678,Salaried,218857,60,1,208,13,47780,1,2,2,3,7,At Risk,88.6,Critical Risk,927264.0
CUST02653,40,57497,645,Freelance,235784,24,1,285,1,47587,1,1,1,3,5,Lost,100.0,Critical Risk,54026.0
CUST02654,63,61760,607,Salaried,182274,36,0,184,17,103619,1,2,3,4,9,Loyal,91.8,Critical Risk,2915900.0
CUST02655,64,57520,773,Business,246202,12,0,45,21,46908,0,4,3,3,10,Champions,94.9,Critical Risk,4411654.0
CUST02656,48,82568,611,Salaried,323485,48,1,49,29,45298,1,4,4,3,11,Champions,100.0,Critical Risk,5607945.0
CUST02657,64,19756,649,Salaried,165075,12,0,232,7,28976,1,2,1,1,4,Lost,100.0,Critical Risk,275731.0
CUST02658,44,58465,588,Self-Employed,85739,12,0,362,3,70546,1,1,1,4,6,At Risk,78.1,Critical Risk,193847.0
CUST02659,34,74157,621,Salaried,197411,12,2,234,29,77531,1,2,4,4,10,Champions,100.0,Critical Risk,3033884.0
CUST02660,26,56638,681,Salaried,169669,60,2,229,2,68741,1,2,1,4,7,At Risk,100.0,Critical Risk,189005.0
CUST02661,39,58508,529,Freelance,263280,12,0,59,28,41305,1,4,4,2,10,Champions,100.0,Critical Risk,4420284.0
CUST02662,23,64016,706,Salaried,136969,12,1,294,17,35155,1,1,3,2,6,At Risk,87.4,Critical Risk,660020.0
CUST02663,29,17233,703,Salaried,141193,24,0,181,25,49384,1,2,4,3,9,Loyal,100.0,Critical Risk,2071857.0
CUST02664,48,21920,682,Business,233290,48,2,356,7,26130,1,1,1,1,3,Lost,100.0,Critical Risk,170095.0
CUST02665,56,62314,587,Freelance,20000,12,0,210,18,34361,1,2,3,2,7,At Risk,42.8,Medium Risk,915829.0
CUST02666,22,71874,546,Self-Employed,266949,24,2,307,6,23790,1,1,1,1,3,Lost,100.0,Critical Risk,151674.0
CUST02667,64,60833,648,Salaried,238730,36,0,174,19,37891,1,3,3,2,8,Loyal,100.0,Critical Risk,1248333.0
CUST02668,40,33926,570,Salaried,20000,12,0,272,9,42811,1,2,2,2,6,At Risk,54.5,High Risk,455864.0
CUST02669,48,56629,623,Salaried,335774,24,0,28,12,63532,1,4,2,4,10,Champions,100.0,Critical Risk,4314266.0
CUST02670,48,40849,648,Business,216684,48,0,302,4,5000,1,1,1,1,3,Lost,100.0,Critical Risk,21566.0
CUST02671,62,73580,687,Business,131865,12,1,41,14,16511,1,4,2,1,7,At Risk,61.1,High Risk,1088661.0
CUST02672,22,54612,756,Salaried,109168,60,0,122,26,85893,0,3,4,4,11,Champions,56.8,High Risk,5142742.0
CUST02673,22,53234,761,Business,183197,24,1,244,6,5000,1,2,1,1,4,Lost,100.0,Critical Risk,39037.0
CUST02674,44,45788,660,Salaried,174913,12,3,40,5,28363,1,4,1,1,6,At Risk,100.0,Critical Risk,676634.0
CUST02675,47,48736,767,Salaried,228743,36,2,27,5,55174,1,4,1,3,8,Loyal,100.0,Critical Risk,1585709.0
CUST02676,33,53076,638,Salaried,275217,60,0,65,8,27419,1,4,2,1,7,At Risk,100.0,Critical Risk,788803.0
CUST02677,22,77319,583,Self-Employed,177328,12,0,48,28,25890,1,4,4,1,9,Loyal,69.2,High Risk,3131311.0
CUST02678,64,39182,683,Self-Employed,243176,48,1,143,17,30370,1,3,3,1,7,At Risk,100.0,Critical Risk,1049838.0
CUST02679,37,48646,610,Freelance,197102,24,1,90,9,33715,1,4,2,2,8,Loyal,100.0,Critical Risk,875524.0
CUST02680,54,52662,814,Salaried,97263,12,1,176,6,27365,0,3,1,1,5,Lost,64.0,High Risk,282020.0
CUST02681,60,66721,760,Salaried,192339,60,1,228,6,57003,0,2,1,3,6,At Risk,92.9,Critical Risk,471972.0
CUST02682,43,15000,574,Salaried,147551,12,2,75,16,61680,1,4,3,4,11,Champions,100.0,Critical Risk,3230594.0
CUST02683,43,37332,756,Salaried,33189,12,1,255,1,14121,0,2,1,1,4,Lost,55.6,High Risk,17682.0
CUST02684,48,54680,671,Salaried,169836,48,1,70,8,24016,1,4,2,1,7,At Risk,90.9,Critical Risk,658467.0
CUST02685,44,40332,576,Salaried,303126,36,0,305,17,30450,1,1,3,1,5,Lost,100.0,Critical Risk,553272.0
CUST02686,38,49920,708,Salaried,186175,36,2,190,3,27908,1,2,1,1,4,Lost,100.0,Critical Risk,134919.0
CUST02687,45,43520,782,Self-Employed,229673,60,0,208,18,52549,0,2,3,3,8,Loyal,100.0,Critical Risk,1412053.0
CUST02688,53,69750,668,Salaried,20000,36,1,123,24,32990,0,3,4,2,9,Loyal,39.1,Medium Risk,1811865.0
CUST02689,32,37807,663,Salaried,138410,36,0,289,29,72964,1,1,4,4,9,Loyal,100.0,Critical Risk,2372731.0
CUST02690,26,44751,618,Self-Employed,96916,48,0,145,20,29224,1,3,3,1,7,At Risk,72.1,High Risk,1175401.0
CUST02691,36,44352,711,Self-Employed,179717,36,2,325,2,24427,1,1,1,1,3,Lost,100.0,Critical Risk,49327.0
CUST02692,57,60946,658,Salaried,216249,48,1,358,22,46174,1,1,3,3,7,At Risk,100.0,Critical Risk,939866.0
CUST02693,40,58294,723,Freelance,128719,48,0,235,12,38947,0,2,2,2,6,At Risk,72.7,High Risk,628316.0
CUST02694,27,76188,763,Salaried,308212,60,1,364,17,80478,1,1,3,4,8,Loyal,100.0,Critical Risk,1246856.0
CUST02695,62,63417,685,Salaried,105572,60,1,248,3,43326,0,2,1,2,5,Lost,75.7,Critical Risk,166756.0
CUST02696,57,42447,677,Salaried,163594,36,1,257,26,52001,1,2,4,3,9,Loyal,100.0,Critical Risk,1681395.0
CUST02697,29,46231,762,Business,373506,24,0,120,28,52627,1,3,4,3,10,Champions,100.0,Critical Risk,3436728.0
CUST02698,54,45177,726,Salaried,122395,36,0,291,19,70287,0,1,3,4,8,Loyal,87.1,Critical Risk,1488367.0
CUST02699,37,71659,763,Business,42609,12,0,260,20,64790,0,2,3,4,9,Loyal,39.6,Medium Risk,1595167.0
CUST02700,37,57117,648,Salaried,67338,36,1,49,20,34508,1,4,3,2,9,Loyal,52.3,High Risk,2946297.0
CUST02701,64,64197,621,Freelance,93459,60,2,36,10,39090,1,4,2,2,8,Loyal,68.7,High Risk,1967979.0
CUST02702,47,70662,671,Self-Employed,121374,12,2,327,9,74689,1,1,2,4,7,At Risk,94.2,Critical Risk,674975.0
CUST02703,28,54995,672,Business,149725,36,0,205,5,5000,1,2,1,1,4,Lost,84.2,Critical Risk,37785.0
CUST02704,65,44648,761,Salaried,20000,60,3,129,11,63298,0,3,2,4,9,Loyal,56.0,High Risk,1535598.0
CUST02705,45,63092,659,Self-Employed,118446,12,2,326,20,72783,1,1,3,4,8,Loyal,98.2,Critical Risk,1465699.0
CUST02706,65,56898,810,Business,256422,36,0,94,27,70009,0,3,4,4,11,Champions,100.0,Critical Risk,5286887.0
CUST02707,43,59172,740,Salaried,218076,36,2,296,18,60165,1,1,3,4,8,Loyal,100.0,Critical Risk,1188824.0
CUST02708,62,36632,709,Self-Employed,289297,48,0,303,6,36720,1,1,1,2,4,Lost,100.0,Critical Risk,236868.0
CUST02709,57,55548,726,Salaried,108084,24,3,104,28,27109,1,3,4,1,8,Loyal,86.5,Critical Risk,1971914.0
CUST02710,60,63661,760,Freelance,74642,60,2,163,26,46216,0,3,4,3,10,Champions,63.4,High Risk,2198445.0
CUST02711,31,24780,762,Business,303715,36,3,261,20,40003,1,2,3,2,7,At Risk,100.0,Critical Risk,981586.0
CUST02712,67,54298,676,Self-Employed,131199,48,0,334,17,40182,1,1,3,2,6,At Risk,88.4,Critical Risk,672954.0
CUST02713,67,92449,749,Salaried,194604,48,0,262,20,88174,0,2,3,4,9,Loyal,71.0,High Risk,2156349.0
CUST02714,44,67673,729,Salaried,287987,12,0,328,26,60766,1,1,4,4,9,Loyal,100.0,Critical Risk,1582083.0
CUST02715,36,57592,741,Salaried,94725,48,2,190,27,39661,1,2,4,2,8,Loyal,76.4,Critical Risk,1725647.0
CUST02716,30,78687,507,Salaried,195043,48,0,217,16,60483,1,2,3,4,9,Loyal,92.4,Critical Risk,1393376.0
CUST02717,61,60281,675,Freelance,79520,60,1,169,14,47283,1,3,2,3,8,Loyal,63.0,High Risk,1175748.0
CUST02718,38,40327,596,Self-Employed,64075,60,3,81,11,20116,1,4,2,1,7,At Risk,86.9,Critical Risk,687368.0
CUST02719,30,60150,696,Business,162309,60,1,83,19,41546,1,4,3,2,9,Loyal,82.0,Critical Risk,2411059.0
CUST02720,50,52418,773,Business,273544,48,0,274,23,40761,1,1,4,2,7,At Risk,100.0,Critical Risk,1102057.0
CUST02721,61,61610,570,Salaried,115835,24,0,265,3,54666,1,2,1,3,6,At Risk,79.7,Critical Risk,198538.0
CUST02722,34,49847,604,Self-Employed,156371,12,1,341,3,67020,1,1,1,4,6,At Risk,100.0,Critical Risk,194402.0
CUST02723,38,28135,669,Salaried,43022,12,1,175,4,6500,1,3,1,1,5,Lost,68.1,High Risk,44870.0
CUST02724,67,57625,623,Self-Employed,167447,48,3,273,8,78424,1,1,2,4,7,At Risk,100.0,Critical Risk,739897.0
CUST02725,31,73499,605,Business,115559,36,0,5,7,32609,1,4,1,2,7,At Risk,49.7,Medium Risk,2007614.0
CUST02726,32,63665,673,Salaried,301470,24,3,65,14,44267,1,4,2,2,8,Loyal,100.0,Critical Risk,2228614.0
CUST02727,37,91462,704,Self-Employed,72188,24,0,15,12,16343,0,4,2,1,7,At Risk,27.6,Medium Risk,1389948.0
CUST02728,47,46735,634,Freelance,50346,60,0,127,15,31850,0,3,3,2,8,Loyal,47.7,Medium Risk,1066537.0
CUST02729,59,50391,776,Salaried,211404,60,2,189,7,62905,1,2,1,4,7,At Risk,100.0,Critical Risk,712737.0
CUST02730,56,33946,771,Business,281012,60,1,300,13,8366,1,1,2,1,4,Lost,100.0,Critical Risk,117969.0
CUST02731,35,49474,667,Salaried,90453,36,0,273,2,97866,1,1,1,4,6,At Risk,72.3,High Risk,230831.0
CUST02732,27,40142,578,Salaried,192447,12,3,198,3,31742,1,2,1,2,5,Lost,100.0,Critical Risk,148220.0
CUST02733,65,54666,724,Salaried,183228,48,1,90,18,40354,1,4,3,2,9,Loyal,93.6,Critical Risk,2095856.0
CUST02734,51,60512,714,Salaried,41011,36,0,10,17,77697,0,4,3,4,11,Champions,24.3,Low Risk,10367955.0
CUST02735,33,90955,538,Self-Employed,260995,24,1,281,25,33104,1,1,4,2,7,At Risk,100.0,Critical Risk,951414.0
CUST02736,41,58291,638,Salaried,178182,12,0,334,22,53221,1,1,3,3,7,At Risk,100.0,Critical Risk,1153481.0
CUST02737,46,86549,574,Self-Employed,41363,36,3,319,21,29935,1,1,3,1,5,Lost,85.9,Critical Risk,645434.0
CUST02738,65,43617,609,Business,311834,48,0,268,11,21488,1,2,2,1,5,Lost,100.0,Critical Risk,283331.0
CUST02739,60,33487,765,Salaried,264685,12,1,141,15,50334,1,3,3,3,9,Loyal,100.0,Critical Risk,1552556.0
CUST02740,42,44967,510,Business,273017,60,1,173,24,37304,1,3,4,2,9,Loyal,100.0,Critical Risk,1559824.0
CUST02741,56,40351,494,Salaried,277184,48,0,101,9,54621,1,3,2,3,8,Loyal,100.0,Critical Risk,1304945.0
CUST02742,51,50414,607,Self-Employed,236943,60,0,283,20,5000,1,1,3,1,5,Lost,100.0,Critical Risk,114241.0
CUST02743,49,39780,672,Salaried,135155,48,0,142,14,33427,1,3,2,2,7,At Risk,92.6,Critical Risk,956930.0
CUST02744,49,45850,651,Business,99568,60,0,329,9,74099,1,1,2,4,7,At Risk,84.9,Critical Risk,665979.0
CUST02745,45,69323,707,Freelance,126894,12,1,149,6,11005,1,3,1,1,5,Lost,69.3,High Risk,129924.0
CUST02746,39,50517,625,Salaried,296914,36,0,280,28,105488,1,1,4,4,9,Loyal,100.0,Critical Risk,3406279.0
CUST02747,46,89687,684,Salaried,150618,24,0,73,23,30223,0,4,4,1,9,Loyal,51.7,High Risk,2317097.0
CUST02748,64,81761,523,Salaried,221007,24,1,246,5,67034,1,2,1,4,7,At Risk,100.0,Critical Risk,433052.0
CUST02749,36,78401,705,Salaried,453121,24,0,339,29,39809,1,1,4,2,7,At Risk,100.0,Critical Risk,1122179.0
CUST02750,30,57451,505,Salaried,129702,36,0,280,5,32012,1,1,1,2,4,Lost,93.3,Critical Risk,184587.0
CUST02751,62,72267,615,Business,261399,60,3,315,21,57872,1,1,3,3,7,At Risk,100.0,Critical Risk,1261988.0
CUST02752,60,46544,614,Salaried,261692,12,1,76,2,41297,1,4,1,2,7,At Risk,100.0,Critical Risk,267972.0
CUST02753,35,77137,621,Business,74803,48,0,223,6,32223,0,2,1,2,5,Lost,54.4,High Risk,271940.0
CUST02754,24,81591,583,Business,139634,24,2,210,15,13968,1,2,3,1,6,At Risk,90.9,Critical Risk,310243.0
CUST02755,29,78148,670,Business,107335,60,1,272,1,69138,1,2,1,4,7,At Risk,72.9,High Risk,81800.0
CUST02756,40,42280,746,Business,216494,48,3,280,14,38780,1,1,2,2,5,Lost,100.0,Critical Risk,626116.0
CUST02757,25,41183,680,Self-Employed,232536,36,0,163,20,71206,1,3,3,4,10,Champions,100.0,Critical Risk,2605533.0
CUST02758,66,68631,657,Salaried,313311,24,0,166,18,32706,1,3,3,2,8,Loyal,100.0,Critical Risk,1061128.0
CUST02759,23,35949,604,Salaried,229425,60,1,101,29,5000,1,3,4,1,8,Loyal,100.0,Critical Risk,384909.0
CUST02760,61,48745,711,Salaried,190284,48,1,199,4,21578,1,2,1,1,4,Lost,100.0,Critical Risk,133774.0
CUST02761,60,37485,643,Self-Employed,126059,60,0,2,11,59570,1,4,2,4,10,Champions,82.5,Critical Risk,6212300.0
CUST02762,30,55332,683,Salaried,168829,60,0,255,3,48359,0,2,1,3,6,At Risk,94.1,Critical Risk,181657.0
CUST02763,27,59717,673,Salaried,158976,12,1,51,3,40385,1,4,1,2,7,At Risk,80.3,Critical Risk,505389.0
CUST02764,25,45540,668,Business,168213,60,1,314,12,65140,1,1,2,4,7,At Risk,100.0,Critical Risk,814018.0
CUST02765,66,63277,622,Business,190292,48,1,32,23,32824,1,4,4,2,10,Champions,89.4,Critical Risk,4022737.0
CUST02766,61,59031,684,Business,128191,36,0,223,29,74027,1,2,4,4,10,Champions,73.8,High Risk,3019560.0
CUST02767,26,47603,776,Salaried,241692,36,3,150,16,57130,1,3,3,3,9,Loyal,100.0,Critical Risk,1788950.0
CUST02768,26,40257,624,Salaried,185542,60,1,63,9,9310,1,4,2,1,7,At Risk,100.0,Critical Risk,307370.0
CUST02769,45,53948,646,Business,271826,48,0,284,11,49498,1,1,2,3,6,At Risk,100.0,Critical Risk,620076.0
CUST02770,38,48984,693,Business,228883,12,2,323,2,65703,1,1,1,4,6,At Risk,100.0,Critical Risk,133416.0
CUST02771,22,15000,633,Salaried,187232,36,0,201,17,53845,1,2,3,3,8,Loyal,100.0,Critical Risk,1406771.0
CUST02772,22,42809,788,Business,225873,12,0,105,19,57799,0,3,3,3,9,Loyal,100.0,Critical Risk,2832764.0
CUST02773,43,20887,712,Salaried,248471,24,2,55,19,41123,1,4,3,2,9,Loyal,100.0,Critical Risk,3116809.0
CUST02774,46,55046,838,Salaried,199749,60,0,36,20,5000,0,4,3,1,8,Loyal,76.4,Critical Risk,503448.0
CUST02775,49,63808,694,Self-Employed,166127,12,1,243,22,58429,1,2,3,4,9,Loyal,93.4,Critical Risk,1678658.0
CUST02776,42,24242,622,Self-Employed,160269,24,2,205,1,43863,1,2,1,2,5,Lost,100.0,Critical Risk,66294.0
CUST02777,48,65158,850,Business,289667,36,1,120,2,46465,0,3,1,3,7,At Risk,100.0,Critical Risk,216738.0
CUST02778,40,75474,634,Self-Employed,55441,48,1,45,5,80885,1,4,1,4,9,Loyal,44.1,Medium Risk,1811229.0
CUST02779,28,58363,637,Salaried,115110,12,2,297,7,31336,1,1,1,2,4,Lost,99.3,Critical Risk,240070.0
CUST02780,57,38163,638,Self-Employed,245217,36,3,260,20,12925,1,2,3,1,6,At Risk,100.0,Critical Risk,318221.0
CUST02781,25,48143,802,Freelance,131451,12,1,150,14,16060,0,3,2,1,6,At Risk,80.4,Critical Risk,440035.0
CUST02782,29,48049,782,Self-Employed,216930,24,1,189,28,37358,1,2,4,2,8,Loyal,100.0,Critical Risk,1693121.0
CUST02783,43,39511,763,Salaried,105340,48,3,349,13,32356,1,1,2,2,5,Lost,100.0,Critical Risk,398260.0
CUST02784,30,68732,596,Salaried,156378,60,1,11,16,70895,1,4,3,4,11,Champions,74.9,High Risk,8716354.0
CUST02785,43,52975,649,Salaried,200462,36,0,39,8,82152,1,4,2,4,10,Champions,93.5,Critical Risk,3177269.0
CUST02786,40,43181,792,Salaried,238270,36,1,126,19,28469,1,3,3,1,7,At Risk,100.0,Critical Risk,1214969.0
CUST02787,27,77616,677,Salaried,100536,12,1,210,21,73966,1,2,3,4,9,Loyal,65.7,High Risk,2299998.0
CUST02788,67,28088,622,Salaried,23056,36,3,312,28,46806,1,1,4,3,8,Loyal,88.6,Critical Risk,1372618.0
CUST02789,41,73241,627,Self-Employed,171398,12,1,44,2,77866,1,4,1,4,9,Loyal,76.6,Critical Risk,706114.0
CUST02790,46,43480,714,Freelance,71113,24,2,90,19,31640,1,4,3,2,9,Loyal,70.0,High Risk,1734572.0
CUST02791,62,49508,593,Salaried,228665,48,3,266,13,63282,1,2,2,4,8,Loyal,100.0,Critical Risk,992638.0
CUST02792,34,76093,768,Self-Employed,183705,60,0,160,19,58531,0,3,3,4,10,Champions,67.4,High Risk,2065712.0
CUST02793,38,78223,613,Business,95577,48,1,301,14,35100,1,1,2,2,5,Lost,76.4,Critical Risk,531440.0
CUST02794,37,81822,679,Business,244074,60,1,60,5,45019,1,4,1,2,7,At Risk,87.0,Critical Risk,851396.0
CUST02795,34,52167,645,Business,294759,12,1,227,3,64278,1,2,1,4,7,At Risk,100.0,Critical Risk,267114.0
CUST02796,56,38318,557,Salaried,175541,12,2,306,21,76072,1,1,3,4,8,Loyal,100.0,Critical Risk,1702458.0
